fborhan1,2025-01-16_T23-36-54,200,0.001,wpca,21,100,0.95,0.99,False,False,53049.71632695198,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-17_T00-01-04,200,0.01,wpca,21,10,0.65,0.81,False,False,53182.23924994469,799,V100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-17_T00-34-09,200,0.1,wpca,21,100,0.65,0.81,False,False,54169.27935910225,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-10-16,500,0.01,wpca,21,100,0.95,0.99,True,False,65612.68724393845,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-07-24,500,0.01,wpca,21,100,0.95,0.99,True,False,66604.49869894981,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-07-59,500,0.1,wpca,21,100,0.95,0.81,True,False,67380.00231599808,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-07-24,200,0.001,wpca,21,100,0.65,0.9,True,False,95749.43892002106,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-04-58,200,0.1,wpca,21,10,0.65,0.99,True,False,96420.17553210258,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-09-30,500,0.001,wpca,21,10,0.65,0.81,True,False,97233.27757406235,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-10-50,316,0.001,wpca,21,100,0.65,0.99,True,False,116058.7784588337,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-25_T13-53-06,500,0.1,wpca,21,10,0.65,0.81,True,False,64836.47086596489,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-24_T19-10-00,200,0.1,wpca,21,10,0.95,0.99,True,False,146057.58565998077,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-25_T13-25-57,200,0.001,wpca,21,32,0.95,0.81,True,False,94996.39870500565,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-25_T21-46-23,500,0.001,wpca,21,10,0.95,0.99,True,False,66245.11140108109,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-01-25_T13-39-05,200,0.1,wpca,21,100,0.8,0.81,True,False,95652.9865911007,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-10-11,500,0.1,wpca,21,10,0.65,0.81,True,False,64457.61970615387,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-02-37,500,0.001,wpca,21,10,0.65,0.81,True,False,66260.92457294464,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-08-54,500,0.001,wpca,21,100,0.95,0.81,False,False,66135.26478409767,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-05-44,500,0.001,wpca,21,100,0.65,0.81,False,False,66354.62835288048,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-02-46,200,0.1,wpca,21,10,0.95,0.99,True,False,94227.51547288895,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T21-06-33,200,0.1,wpca,21,10,0.65,0.99,True,False,94032.67449378967,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T20-59-48,200,0.1,wpca,21,100,0.95,0.99,False,False,95215.97304296494,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-05_T20-57-29,200,0.001,wpca,21,10,0.65,0.99,False,False,95716.00671601295,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-06_T15-32-43,500,0.001,wpca,21,10,0.95,0.99,True,False,65292.72688603401,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-06_T15-33-12,316,0.01,wpca,21,32,0.8,0.9,False,True,77347.98653697968,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-06_T15-06-49,200,0.001,wpca,21,100,0.95,0.99,False,False,92261.32150793076,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-06_T15-28-37,200,0.1,wpca,21,100,0.65,0.81,False,False,95223.44656920433,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-06_T23-34-57,316,0.01,wpca,21,32,0.8,0.9,False,True,116292.1121749878,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-12_T21-25-37,200,0.01,wpca,21,10,0.65,0.81,False,False,93277.08851408958,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
fborhan1,2025-02-20_T22-42-01,200,0.01,wpca,21,10,0.65,0.81,False,False,94418.5457751751,799,A100,sim-siva_dataset100_source12_sample32768_seed21.mat,results/MathPath2024/
